17-1582487,ALL,EUR,9/25/16 1:11,6902.62
28-2737308,IDR,CNY,8/6/16 20:56,2437.33
86-8773877,EUR,CNY,3/29/17 15:34,912.97
78-0587988,USD,GHS,4/28/17 6:08,8580.28
28-9305078,SDG,VND,1/24/17 9:13,6823.09
78-1261767,SEK,RUB,11/10/16 23:43,5978.71
09-8881241,COP,CNY,7/24/16 14:43,1148.98
64-1983745,EUR,EUR,1/13/17 1:59,3839.96
15-2662278,EUR,PEN,8/23/16 19:30,9517.08
79-3395965,CZK,CNY,3/28/17 2:55,4177.7
70-1039459,IDR,PLN,4/21/17 18:09,6729.02
80-2870739,RUB,COP,6/8/16 21:05,8993.3
25-3843987,NOK,ALL,6/8/16 17:03,9124.58
98-2251170,PKR,ZAR,5/17/17 11:30,4521.37
47-9461011,PHP,CNY,9/6/16 23:45,1280.92
66-8726718,HUF,CNY,2/28/17 23:27,7566.18
02-1395183,CUP,RUB,6/10/16 0:56,6845.05
33-7172504,ARS,THB,2/24/17 20:31,9255.18
24-1803837,IDR,JPY,4/10/17 9:36,9989.6
90-9367834,CNY,CNY,10/6/16 12:41,6026.64
03-6475762,PLN,CNY,7/1/16 0:12,8410.46
20-2916163,PHP,CNY,8/24/16 2:36,1958.53
07-5946114,IDR,CNY,11/5/16 21:21,6617.35
98-1342678,PHP,VEF,2/19/17 19:02,9422.06
16-8806201,NGN,CNY,5/1/17 10:39,2427.61
75-6865810,IDR,MGA,10/11/16 20:34,9079.06
09-3459163,RUB,USD,11/19/16 6:30,8862.29
26-6840509,TND,ARS,4/22/17 0:53,6897.46
04-8806547,CNY,CNY,9/29/16 12:35,8267.31
24-3816530,PKR,CLP,8/31/16 18:45,4759.04
37-0237383,CZK,BSD,5/12/17 4:46,5428.08
31-6385736,CNY,RUB,12/11/16 14:31,260.99
68-8706188,PLN,RSD,2/7/17 3:22,806.64
39-9119078,USD,RUB,2/4/17 17:31,2633.74
63-0745795,EUR,SEK,1/21/17 11:12,9670.81
44-7414936,JPY,RUB,2/5/17 23:14,7588.79
39-6404371,SEK,RUB,6/25/16 17:06,3168.04
34-6892597,CNY,BRL,10/3/16 9:25,3047.6
75-1067835,UAH,MDL,4/11/17 2:48,8090.09
70-0692465,BRL,CNY,1/12/17 19:47,7725.86
27-4824501,PLN,GTQ,3/16/17 11:45,3285.56
29-0286263,MYR,CNY,5/18/17 21:54,9511.33
23-8346120,BRL,IRR,5/14/17 23:40,5522.08
29-1565859,EUR,PEN,2/8/17 12:51,6850.86
60-5786129,DOP,IDR,10/29/16 2:46,2826.13
10-8196357,BRL,TND,4/10/17 5:03,4437.99
74-5873454,RSD,RUB,10/12/16 8:16,260.61
73-5194694,RUB,RUB,12/14/16 23:10,6849.11
67-8495610,RUB,CLP,6/18/16 16:04,6164.15
91-7912332,EUR,CNY,6/29/16 10:30,5656.66
37-8794695,EUR,IDR,3/26/17 5:38,7788.42
19-1349554,PHP,CNY,9/30/16 16:04,6789.62
95-4842426,ARS,NZD,3/31/17 11:11,9697.16
31-1730810,SEK,EUR,2/16/17 18:42,2536.48
66-6545955,PHP,EUR,3/27/17 15:42,339.74
06-4516913,BRL,EUR,2/12/17 10:28,1702.22
31-6497811,BRL,CNY,6/20/16 7:51,6621.5
97-0824141,IDR,TZS,7/28/16 12:20,294.34
75-0257516,CNY,IDR,10/1/16 23:48,4387.48
03-4289897,ARS,CNY,5/14/17 22:55,3146.95
85-4682367,BRL,EUR,9/25/16 12:56,6162.53
92-1509601,CZK,USD,6/29/16 16:09,5200.08
29-3912026,JOD,BAM,8/4/16 17:49,7131.84
54-5409716,BDT,RUB,3/12/17 20:40,2276.4
81-0375000,SEK,RUB,10/27/16 20:12,7653.21
61-6950651,EUR,CNY,10/24/16 19:48,7116.34
95-4717580,JPY,PEN,7/27/16 19:09,9298.75
73-8057276,RUB,PLN,9/27/16 8:27,9900.31
16-6215526,THB,RUB,6/26/16 12:01,9218.28
41-2494790,UAH,ZAR,2/16/17 7:13,5179.51
55-7652448,HUF,IDR,3/26/17 6:09,1744.46
24-2143216,DOP,CNY,5/7/17 0:39,9219.87
00-3624670,CNY,CNY,5/7/17 18:26,1465.61
89-5360204,RUB,NGN,10/19/16 18:46,4941.79
25-9702555,IDR,CNY,5/10/17 15:12,4250.42
86-7540018,MNT,ETB,2/26/17 11:31,8364.03
31-8869219,PEN,KES,12/28/16 19:40,1488.22
73-9944135,PHP,BRL,12/4/16 1:45,9481.08
80-9916101,IDR,UAH,12/30/16 22:15,8182.46
86-3557933,CUP,RUB,1/1/17 20:28,5404.64
61-2317340,IDR,THB,4/16/17 21:37,4548.13
11-5381572,PHP,USD,12/19/16 18:54,1491.68
17-6465708,HRK,CNY,8/27/16 15:10,6558.79
82-8597476,IDR,BRL,4/24/17 3:09,6751.6
05-8099840,HUF,RUB,7/1/16 3:40,3573.89
48-4808157,PHP,MMK,1/2/17 2:47,4571.34
25-9049249,EUR,NGN,2/3/17 12:04,6665.55
81-8625172,AFN,IDR,8/10/16 14:13,6470.09
24-6841591,BAM,CNY,3/6/17 21:28,6564.01
80-5015007,ILS,PHP,2/23/17 2:21,8815.19
76-9131794,PHP,UGX,12/14/16 12:46,8579.75
38-3625171,HNL,DKK,6/19/16 12:54,8151.43
70-3470740,IDR,TTD,1/6/17 0:14,6644.06
10-8070086,COP,PHP,9/15/16 15:06,677.79
53-8412793,CNY,DKK,6/14/16 1:53,7710.1
94-8769036,ARS,ILS,4/23/17 19:52,6931.69
16-6223893,CNY,USD,5/17/17 18:38,4986.9
19-7341799,USD,CNY,2/11/17 5:59,7943.13
63-8671579,CNY,BRL,4/11/17 17:31,6315.59
03-2611035,GTQ,THB,6/27/16 11:32,9689.69
23-0511509,HRK,MAD,5/6/17 15:55,1852.89
99-9288490,PHP,EGP,11/12/16 7:16,1142.95
84-7371346,BRL,ALL,12/20/16 23:25,9791.72
99-8656845,PHP,CNY,9/7/16 6:35,5990.19
14-7897161,CNY,IDR,4/20/17 18:47,3924.24
71-7814725,THB,VEF,3/9/17 13:49,8501.24
60-4333432,USD,JOD,6/29/16 8:55,9380.7
93-9191897,RUB,THB,11/8/16 2:16,9813.48
70-9071740,VEF,CNY,3/9/17 8:36,8816.47
48-1367552,CNY,KES,4/10/17 6:44,2156.66
03-2201284,TRY,TZS,8/16/16 5:08,6208.13
09-8557004,MXN,BRL,3/12/17 14:33,3110.7
21-2780588,XOF,IDR,11/6/16 0:54,9604.4
44-8538161,USD,CNY,5/9/17 19:57,959.99
32-7820114,THB,IDR,3/17/17 11:05,8553.49
09-0925501,PHP,IDR,12/24/16 8:01,6824.73
55-5244979,CNY,IDR,7/5/16 4:49,5289.46
23-7454000,IDR,LKR,11/26/16 10:05,6588.81
73-0897078,PHP,CNY,10/3/16 12:50,5826.79
07-4108238,CNY,BRL,5/19/17 8:27,2064.37
09-7807780,MXN,IDR,4/28/17 20:54,5736.35
71-6311158,BRL,RUB,4/19/17 10:29,7024.13
21-6752262,NOK,EUR,1/19/17 14:05,1061.57
15-5536953,BRL,KES,1/22/17 22:26,4194.48
01-3875030,SEK,IDR,6/9/16 6:43,8699.3
83-1129371,CZK,SEK,8/2/16 3:25,3383.93
24-1300046,EUR,HNL,3/6/17 12:38,3357.31
91-4421734,CNY,ALL,2/25/17 19:23,6067.57
61-8172427,RUB,MXN,9/1/16 6:55,3768.77
69-3440209,VND,RUB,1/17/17 1:15,6914.59
74-6403062,PHP,EUR,12/16/16 18:35,6609.23
03-1646243,CNY,MXN,7/6/16 15:48,7830.08
09-6273647,BRL,NGN,5/23/16 12:29,3312.59
12-8485199,RUB,CNY,10/27/16 2:34,5800.89
49-5563676,IDR,VEF,4/9/17 8:14,3274.16
28-9205530,CNY,XOF,4/18/17 10:15,9719.98
68-6306426,PHP,RUB,7/7/16 14:19,758.67
20-6653778,IDR,IDR,7/12/16 2:26,7538.93
65-1177829,CNY,GEL,5/17/17 0:32,4342.75
72-5655412,KMF,XAF,2/16/17 11:26,8808.28
86-7088111,EUR,SEK,2/27/17 19:18,1312.77
26-9860207,CNY,IDR,4/30/17 17:20,8962.39
00-2966300,EUR,IDR,5/13/17 14:33,9201.95
09-1699674,ARS,PEN,7/8/16 10:39,8380.33
42-7453420,RUB,ZAR,11/8/16 9:30,6288.34
52-7554664,KZT,PLN,10/3/16 1:41,2421.01
90-3113586,PKR,CNY,10/13/16 1:48,2327.36
61-0403658,PLN,CNY,7/30/16 13:40,6429.63
96-1667165,PEN,IDR,5/11/17 17:22,3325.65
34-9911197,PHP,SEK,5/28/16 19:42,9498.75
46-4650318,EUR,UAH,9/18/16 15:38,8168.07
61-8338936,THB,EUR,5/23/16 2:23,3336.63
14-2418490,EUR,CZK,8/25/16 8:52,8253.96
12-6400884,SEK,EUR,5/28/16 20:12,3108.48
42-4617639,IDR,USD,4/11/17 7:23,8280.33
15-2078290,JMD,IDR,8/10/16 22:09,1390.53
37-0984740,EUR,IDR,2/2/17 9:25,1712.99
31-4945683,DKK,AFN,7/3/16 6:17,838.61
01-2789880,PHP,VEF,12/6/16 20:55,5687.86
01-2183321,ZAR,XAF,2/9/17 9:21,7031.09
86-1235203,PLN,CNY,5/9/17 11:58,4320
70-1777325,BRL,COP,5/28/16 20:40,6245.87
17-5650646,CNY,CNY,10/5/16 17:18,2499.72
82-4547923,MYR,EGP,7/14/16 2:31,358.02
21-0589667,MKD,EUR,1/26/17 21:35,5865.68
22-2695183,EUR,CNY,2/19/17 18:58,930.95
14-9379103,XCD,IDR,12/7/16 1:56,3665.68
32-2143705,NGN,CNY,3/4/17 12:56,5455.95
28-2184342,RUB,BGN,6/20/16 18:01,9307.67
25-1833602,IDR,USD,12/16/16 15:41,1658.66
72-1782614,COP,RUB,9/18/16 6:22,3236.71
88-5507984,JPY,JPY,4/30/17 0:58,8473.34
82-4364508,PLN,CNY,6/28/16 5:26,1588.17
14-8006980,PLN,RUB,3/17/17 5:07,5319.57
28-2802603,CNY,RUB,3/9/17 6:43,1662.03
63-0307384,RUB,PLN,3/24/17 4:10,3328.18
59-0676589,CNY,PEN,2/13/17 16:46,2977.83
90-4074531,NGN,EUR,2/11/17 1:44,3913.58
31-5587285,IDR,CNY,5/2/17 19:28,1743.68
49-2847194,EUR,RUB,11/21/16 18:11,7604.32
52-1631219,SEK,IDR,2/1/17 21:40,8020.92
51-8085944,EUR,USD,10/26/16 11:26,3609.5
97-9942991,IDR,EUR,6/26/16 11:36,4265.69
82-0737151,CNY,BAM,4/15/17 12:01,6261.84
07-3005515,CZK,SYP,1/31/17 14:14,1306.29
25-2924964,COP,PEN,8/6/16 22:23,2845.15
11-4716684,MKD,EUR,9/12/16 16:12,9513.41
22-5360936,ARS,CNY,3/15/17 12:23,2427.93
50-6923654,USD,ALL,4/10/17 18:37,9436.48
64-1698697,USD,CNY,2/8/17 15:10,4784.21
94-6144819,DOP,MXN,1/12/17 15:45,5030.56
39-3347279,IDR,CNY,3/31/17 17:15,2390.98
75-9434492,XAF,EUR,12/6/16 7:42,5411.32
38-6675681,BYR,PHP,3/24/17 8:14,5731.79
66-2860369,PHP,IDR,1/4/17 6:29,7440.21
66-2149804,BRL,CNY,3/20/17 5:58,2998.41
16-1235358,IDR,PHP,11/24/16 3:08,9981.39
50-7973771,EUR,XCD,9/8/16 7:22,4589.21
63-2027346,BRL,CZK,2/6/17 10:01,7970.1
40-0977114,SEK,IDR,9/2/16 10:54,9792.72
78-9213602,IDR,CNY,10/29/16 15:45,5102.77
98-3205953,EUR,CNY,8/6/16 18:10,5316.1
46-1671036,CNY,IDR,3/24/17 22:04,5449.94
29-5489472,PHP,BRL,12/24/16 21:55,5096.46
76-2233054,CNY,VND,7/9/16 11:33,6390.39
79-3848456,IDR,IDR,4/9/17 23:55,1702.24
53-8126613,EUR,IDR,9/7/16 6:08,9647.22
91-8449506,CAD,CNY,6/23/16 8:10,4795.99
78-7142490,EUR,CNY,7/17/16 23:55,5468.66
15-8488007,CNY,UAH,9/7/16 11:27,9379.04
10-6281816,IDR,KPW,9/12/16 19:24,6986.68
65-8852696,EUR,CNY,5/15/17 23:36,1451.6
86-8635488,RUB,PHP,1/11/17 18:57,2420.87
94-7323029,USD,IDR,3/16/17 11:54,7848.65
11-2037100,PLN,BTN,4/22/17 14:13,2227.65
48-4803654,PHP,RUB,5/6/17 12:22,2412.44
28-3573857,CZK,EUR,9/23/16 13:17,7267.32
36-5570773,IDR,CNY,12/4/16 6:49,1962.31
30-4193678,THB,THB,8/23/16 2:55,9170.49
50-6506180,IRR,EUR,1/7/17 1:03,3543.49
38-3422166,CNY,NGN,4/30/17 7:24,2111.96
95-6409976,TMT,CNY,11/10/16 3:10,2210.22
14-2868263,BYR,IDR,10/22/16 13:23,581.13
90-8064714,NOK,MDL,4/26/17 23:59,5643.14
14-4575242,RUB,IDR,1/19/17 20:48,7979.24
03-9707996,MKD,PHP,12/23/16 15:18,1318.49
89-1831523,KRW,RUB,11/8/16 8:02,2940.05
42-5200115,EUR,AMD,10/12/16 3:14,310.89
59-9336723,MAD,HRK,7/20/16 19:01,3830.57
72-5403142,CNY,NIO,8/26/16 10:16,7757.54
28-5740395,GTQ,RUB,3/10/17 3:59,1709.47
45-5338035,UAH,EUR,10/14/16 7:10,9889.28
42-0660758,BRL,THB,6/7/16 5:28,3133.33
18-9523119,PHP,ARS,10/5/16 23:39,8862.41
18-4264244,USD,IDR,6/4/16 7:59,1528.12
98-4219452,CNY,IDR,10/21/16 6:40,8555.21
83-0783932,IDR,CNY,11/2/16 5:46,2736.41
04-7421902,CNY,VEF,7/28/16 18:43,5974.44
00-1110532,RUB,ZAR,5/30/16 16:59,4765.36
93-9951919,CNY,EUR,2/22/17 21:42,7141.13
97-6241149,EUR,IDR,9/17/16 5:53,6673.23
15-3512377,BDT,PLN,11/20/16 4:06,7026.14
18-7163448,RUB,CNY,5/20/17 4:07,3715.22
80-8483165,YER,PHP,6/2/16 10:57,2301.33
14-6430478,IDR,EUR,1/12/17 10:08,7178.42
25-7001633,CNY,PHP,6/23/16 10:09,7325.85
64-5161858,CNY,RUB,3/7/17 15:47,5536.68
55-6531694,CNY,IDR,1/16/17 23:24,8732.62
53-9668065,CNY,IDR,6/25/16 11:54,1497.5
18-5700075,PLN,IDR,3/2/17 14:27,5166.36
54-2159717,UAH,IDR,5/7/17 21:30,7212.99
63-2250272,CNY,EUR,1/5/17 10:32,1730.32
90-5509337,IDR,COP,7/12/16 8:12,6299.03
18-3014889,CZK,CNY,2/18/17 13:15,7362.04
04-3902275,PLN,EUR,12/22/16 8:22,4948.33
46-0610285,EUR,ILS,3/16/17 15:01,9848.17
12-6921341,RUB,PHP,9/7/16 2:30,5079.71
04-0215177,IDR,TJS,7/19/16 4:27,8706.45
87-9686597,JPY,NGN,5/8/17 5:37,8449.34
94-3129710,CNY,BRL,11/24/16 8:13,8243.91
78-0614592,NGN,SEK,12/30/16 15:11,8587.48
06-5142955,CNY,BZD,7/7/16 18:44,7353.19
70-1706425,IDR,CNY,3/10/17 10:30,1689.62
48-5264581,BRL,EUR,3/16/17 14:29,9856.61
87-0840761,BRL,NOK,10/15/16 22:56,3197.45
65-3707443,THB,CNY,9/19/16 21:52,1613
49-3956823,USD,EUR,12/21/16 2:12,7447.34
44-7915775,JPY,CNY,6/15/16 8:23,6333.83
56-5310486,CNY,CNY,1/30/17 11:27,275.62
73-8386953,RUB,EGP,6/11/16 18:42,3968.72
57-6918198,SEK,ZAR,8/19/16 12:56,2906.98
27-3216246,EUR,EUR,3/1/17 19:16,4371.45
83-0699257,BYR,IDR,11/10/16 11:16,9972.32
13-5773180,IDR,BAM,12/28/16 22:25,9866.47
09-1952500,ARS,MXN,8/11/16 11:58,9098.69
60-1462071,CZK,EGP,1/6/17 13:46,941.42
03-9935633,RUB,SEK,6/14/16 8:35,6087.26
69-1426781,RUB,IDR,3/27/17 19:29,3472.54
20-2763120,CNY,CDF,12/11/16 22:38,6857.88
03-8395854,JPY,BOB,2/28/17 1:29,1799.67
93-6708779,CZK,CZK,5/26/16 12:48,3656.21
79-6449329,RUB,CNY,1/2/17 10:19,3147.52
47-7017674,BAM,EUR,3/2/17 1:21,2940.95
25-8500530,AFN,IDR,12/18/16 23:40,5955.06
05-2077280,CNY,EUR,5/21/17 7:03,8847.1
27-9058273,RUB,RUB,11/15/16 8:01,4451.4
33-3658856,EUR,IDR,12/12/16 23:40,6081.97
03-3944119,ARS,PHP,8/25/16 6:49,8191.34
26-4539883,EUR,IDR,5/17/17 22:46,3000.46
33-7047657,CLP,HNL,5/5/17 10:14,3331.7
45-1054015,IDR,RUB,10/30/16 13:17,9670.61
10-1602891,RSD,PLN,4/24/17 3:22,7858.93
71-7969155,MNT,IDR,11/29/16 4:42,7754.3
86-1088025,IDR,ALL,11/27/16 3:47,1889.46
95-4339948,CNY,EUR,10/6/16 10:57,3230.43
95-1533559,UAH,CNY,10/23/16 2:32,8001.82
38-6243491,EUR,AZN,7/4/16 17:44,7713.47
76-9836321,EUR,BRL,5/31/16 23:27,3348.63
41-6155111,RUB,JPY,10/25/16 12:41,9075.99
03-3370931,CAD,PKR,4/28/17 14:59,5989.78
91-7711478,EUR,CZK,3/13/17 20:06,1333.96
79-1394335,RUB,HRK,3/31/17 2:33,8370.89
38-7076519,VND,MRO,12/14/16 14:33,6282.37
25-1187424,IDR,GBP,11/28/16 9:06,2061.39
72-3565662,EUR,GBP,12/1/16 17:32,6409
21-8265593,UAH,CNY,6/21/16 12:41,3734.89
31-7811057,CNY,MGA,4/4/17 19:20,2486.43
00-4463506,CNY,BWP,8/17/16 21:36,8612.04
71-7475045,PHP,LTL,12/15/16 20:37,1802.24
13-0313786,CNY,PEN,7/17/16 14:54,6035.4
19-5278840,JPY,CNY,1/12/17 3:44,2184.73
40-1171702,EUR,USD,10/31/16 22:14,6863.31
63-8672087,EUR,IDR,7/8/16 10:05,4272.53
38-9142051,CNY,CNY,8/29/16 8:23,1741.34
39-4627596,LYD,UAH,7/20/16 15:29,7940.43
10-6593904,USD,PHP,9/15/16 9:50,9004.91
03-3953664,BRL,CNY,7/4/16 14:58,5200.73
98-9394645,SYP,IDR,7/15/16 3:11,4646.57
82-5940301,PHP,BRL,7/16/16 16:02,9281.73
56-7354169,CNY,BGN,2/6/17 15:40,8038.59
94-7922691,EUR,THB,1/14/17 23:11,3943.9
14-4877981,PEN,NGN,4/1/17 0:13,134.47
95-8615009,PHP,CNY,4/7/17 8:11,8261.63
25-3560424,AUD,PHP,1/13/17 3:49,118.96
30-4720629,ARS,RUB,4/12/17 9:28,6223.85
17-6386265,RUB,SEK,4/20/17 10:59,9423.51
76-2483187,EUR,PAB,5/25/16 7:31,1505.94
76-4119944,VEF,UAH,2/17/17 9:38,7502.4
79-9835463,CNY,IDR,9/25/16 13:19,8437.27
35-2999903,CNY,IDR,12/14/16 10:56,9647.63
33-8746529,BOB,SOS,9/9/16 21:20,6821.49
00-7926330,AMD,BRL,7/16/16 20:07,5022.3
88-7211686,LKR,LTL,3/26/17 10:25,6235
22-9144210,CNY,EUR,5/2/17 16:57,5526.81
12-2744925,CNY,IDR,7/7/16 12:57,7820.94
44-7151803,IDR,PKR,10/5/16 0:01,6992.95
28-6414603,MXN,PHP,12/1/16 5:55,7077.6
15-2349841,CZK,CNY,9/27/16 7:07,8267.85
94-9119935,VEF,BRL,4/18/17 18:02,8294.56
26-1741961,COP,MXN,4/9/17 14:43,945.92
46-8353565,ALL,CNY,12/10/16 7:20,440.14
52-7299723,USD,RUB,12/12/16 7:10,2704.26
29-3547032,IDR,COP,1/8/17 7:17,8413.51
54-5733427,THB,EUR,1/7/17 2:07,2692.83
02-2010725,IDR,SAR,4/8/17 23:51,3960.78
76-6076672,BWP,IDR,12/27/16 23:52,7643.25
21-8697768,BRL,BRL,10/9/16 2:01,8668.94
82-9250809,CNY,PHP,8/23/16 21:55,4598.47
66-6429282,SEK,ARS,3/21/17 17:42,9387.44
95-9906195,RUB,CNY,2/10/17 18:45,8694.44
62-8018783,RUB,BRL,12/27/16 11:37,7518.45
24-1566819,IDR,IDR,6/18/16 6:33,2123.26
56-2229718,CNY,CNY,4/4/17 2:40,5345.78
69-7939191,BRL,CZK,1/14/17 22:29,8618.33
88-9565568,EUR,EUR,2/8/17 15:24,736.05
88-2505422,CNY,VND,11/29/16 18:15,1980.84
70-6326758,BRL,CNY,3/13/17 7:37,5860.86
15-9629944,CNY,CNY,3/19/17 2:08,7924.97
45-9208351,CNY,COP,4/18/17 8:17,1760.89
16-3614030,AFN,CZK,9/19/16 15:50,8146.56
65-7415773,CNY,SEK,8/27/16 22:42,1166.03
72-2170350,EUR,PHP,6/25/16 21:32,7058.15
89-1051813,IDR,CNY,7/7/16 14:49,432.69
16-4406642,RUB,PHP,6/28/16 20:59,7226.79
35-2805636,CAD,COP,8/25/16 2:58,9937.16
03-2015779,EUR,PLN,8/4/16 13:56,5963.01
70-2781938,EUR,CNY,11/10/16 4:49,4578.28
11-6630936,VND,CZK,2/22/17 9:52,3987.27
59-1008731,SEK,CNY,7/18/16 4:09,1039.11
79-6470411,EUR,CUP,3/4/17 17:28,2070.71
47-4423560,CNY,NOK,7/1/16 11:37,8472.33
51-1708109,RUB,EUR,12/6/16 4:06,5284.4
42-2790545,CNY,MYR,5/11/17 23:48,4831.85
75-1739546,CNY,XOF,3/31/17 6:43,6210.64
10-7946948,IDR,BRL,10/2/16 22:19,4053.13
49-9968473,THB,BRL,2/23/17 7:30,7128.95
62-7725576,EUR,IDR,7/18/16 10:10,4595.73
31-4294673,CNY,EUR,8/1/16 20:20,2976.3
46-2165202,RUB,CNY,6/5/16 8:06,5195.21
61-2539563,ZAR,IDR,6/3/16 17:18,9820.55
59-7961570,ARS,RUB,6/21/16 7:28,3212.36
67-1807742,CZK,MKD,8/23/16 20:32,4452.94
97-1481028,CNY,PLN,11/20/16 12:38,5291.29
33-2279457,IRR,AUD,6/14/16 2:58,1387.73
69-4327324,PHP,CNY,11/1/16 8:54,7458.96
67-5767391,TZS,NGN,9/8/16 15:04,495.96
93-8383024,MXN,PLN,8/15/16 10:51,6396.67
30-4798120,TND,GTQ,11/25/16 11:14,4738.36
74-2513841,CNY,ZAR,11/26/16 11:06,8575.89
87-0133000,MNT,IRR,4/11/17 16:06,2507.17
99-5252968,IDR,MKD,2/17/17 19:58,3827.5
35-0932295,SEK,EUR,2/5/17 1:31,6369.38
88-5148478,RUB,UAH,3/27/17 7:01,6722.17
86-1396082,BRL,CNY,1/9/17 9:44,4659.53
15-5386331,RUB,EUR,8/21/16 5:34,2658.49
41-8497255,RUB,MKD,12/2/16 18:59,1521.95
27-9548287,RUB,CNY,6/1/16 14:42,4667.15
24-7000518,PEN,CNY,6/28/16 5:14,6824.13
13-8512986,IRR,CNY,12/20/16 10:06,6669.14
09-1019996,CNY,IDR,8/16/16 7:39,8857.34
72-1099948,RUB,PHP,2/22/17 3:07,5511.42
63-6919474,NAD,COP,6/15/16 23:27,1868.54
91-7335349,CNY,XAF,1/4/17 12:10,5506.51
97-5456061,CNY,IDR,6/7/16 18:11,8992.04
73-1986835,CNY,CNY,10/9/16 4:47,6595.96
06-9183609,EUR,BRL,1/16/17 22:53,9609.41
22-5893306,RUB,USD,8/26/16 0:30,2068.23
